Country,DevType,YearsCodePro,Salary,Count
Afghanistan,Data or business analyst,7,153216.0,1
Afghanistan,Database administrator,1,11808.0,2
Afghanistan,"Developer, back-end",1,2796.0,2
Afghanistan,"Developer, back-end",2,12768.0,2
Afghanistan,"Developer, full-stack",6,14364.0,1
Afghanistan,Student,3,1116.0,1
Albania,Academic researcher,10,9936.0,1
Albania,Academic researcher,14,11040.0,1
Albania,Academic researcher,2,22080.0,1
Albania,Academic researcher,3,9384.0,1
Albania,Data or business analyst,10,34368.0,1
Albania,Data or business analyst,6,32310.0,2
Albania,Data scientist or machine learning specialist,10,114550.0,1
Albania,Data scientist or machine learning specialist,2,7728.0,1
Albania,Database administrator,3,8832.0,1
Albania,Database administrator,4,4968.0,1
Albania,Database administrator,5,24729.0,1
Albania,Database administrator,7,1320.0,1
Albania,Designer,1,5704.0,3
Albania,Designer,12,20628.0,1
Albania,Designer,3,20628.0,1
Albania,Designer,4,60000.0,1
Albania,"Developer, back-end",0.5,6624.0,1
Albania,"Developer, back-end",1,6440.0,3
Albania,"Developer, back-end",2,9788.0,3
Albania,"Developer, back-end",21,13800.0,1
Albania,"Developer, back-end",4,49213.0,2
Albania,"Developer, back-end",5,53676.0,5
Albania,"Developer, back-end",8,33120.0,1
Albania,"Developer, desktop or enterprise applications",5,12804.0,1
Albania,"Developer, embedded applications or devices",3,23376.0,1
Albania,"Developer, embedded applications or devices",4,7728.0,1
Albania,"Developer, front-end",2,8832.0,1
Albania,"Developer, full-stack",0.5,4416.0,1
Albania,"Developer, full-stack",1,5496.0,2
Albania,"Developer, full-stack",2,24884.0,3
Albania,"Developer, full-stack",3,13752.0,1
Albania,"Developer, mobile",0.5,6348.0,2
Albania,"Developer, mobile",1,7728.0,1
Albania,"Developer, mobile",3,13752.0,1
Algeria,Academic researcher,0.5,5088.0,1
Algeria,Academic researcher,5,4572.0,1
Algeria,Academic researcher,7,7116.0,1
Algeria,Data or business analyst,15,18300.0,1
Algeria,Data scientist or machine learning specialist,3,20328.0,1
Algeria,Data scientist or machine learning specialist,7,1000000.0,1
Algeria,Database administrator,0.5,4068.0,1
Algeria,Database administrator,13,45830.0,1
Algeria,Database administrator,17,1224.0,1
Algeria,Database administrator,4,5592.0,1
Algeria,Database administrator,5,6096.0,1
Algeria,Database administrator,6,4572.0,1
Algeria,Designer,0.5,10150.0,1
Algeria,Designer,3,3552.0,1
Algeria,"Developer, back-end",0.5,15120.0,1
Algeria,"Developer, back-end",1,12204.0,1
Algeria,"Developer, back-end",10,20628.0,1
Algeria,"Developer, back-end",11,28464.0,1
Algeria,"Developer, back-end",2,13384.0,3
Algeria,"Developer, back-end",3,9912.0,2
Algeria,"Developer, back-end",4,7626.0,2
Algeria,"Developer, back-end",6,9144.0,1
Algeria,"Developer, back-end",7,11718.0,2
Algeria,"Developer, front-end",6,10164.0,1
Algeria,"Developer, full-stack",1,5592.0,1
Algeria,"Developer, full-stack",2,5082.0,2
Algeria,"Developer, full-stack",3,3552.0,1
Algeria,"Developer, full-stack",4,6608.0,3
Algeria,"Developer, full-stack",5,23376.0,1
Algeria,"Developer, full-stack",6,48000.0,1
Algeria,"Developer, full-stack",9,10164.0,1
Andorra,Database administrator,14,150000.0,1
Andorra,"Developer, back-end",31,171862.0,1
Angola,"Developer, full-stack",1,7764.0,1
Argentina,Academic researcher,0.5,7272.0,1
Argentina,Academic researcher,1,61365.333333333336,3
Argentina,Academic researcher,10,12612.0,3
Argentina,Academic researcher,13,12924.0,1
Argentina,Academic researcher,15,28488.0,3
Argentina,Academic researcher,17,19380.0,1
Argentina,Academic researcher,2,6456.0,1
Argentina,Academic researcher,20,22608.0,1
Argentina,Academic researcher,22,22608.0,2
Argentina,Academic researcher,3,13297.0,4
Argentina,Academic researcher,32,32304.0,1
Argentina,Academic researcher,4,14178.0,4
Argentina,Academic researcher,5,9684.0,1
Argentina,Academic researcher,6,26914.0,3
Argentina,Academic researcher,8,13728.0,1
Argentina,Academic researcher,9,13566.0,2
Argentina,Data or business analyst,1,9204.0,2
Argentina,Data or business analyst,10,20920.666666666668,3
Argentina,Data or business analyst,13,648.0,1
Argentina,Data or business analyst,16,16152.0,1
Argentina,Data or business analyst,17,25836.0,1
Argentina,Data or business analyst,2,19200.0,3
Argentina,Data or business analyst,20,18841.0,1
Argentina,Data or business analyst,21,24000.0,1
Argentina,Data or business analyst,22,19380.0,1
Argentina,Data or business analyst,24,23444.0,1
Argentina,Data or business analyst,3,13060.0,3
Argentina,Data or business analyst,4,33324.0,1
Argentina,Data or business analyst,5,14856.0,2
Argentina,Data or business analyst,7,72104.0,2
Argentina,Data scientist or machine learning specialist,0.5,16152.0,1
Argentina,Data scientist or machine learning specialist,12,36000.0,1
Argentina,Data scientist or machine learning specialist,2,16152.0,1
Argentina,Data scientist or machine learning specialist,3,25836.0,1
Argentina,Data scientist or machine learning specialist,4,16812.0,2
Argentina,Data scientist or machine learning specialist,6,22608.0,1
Argentina,Data scientist or machine learning specialist,7,25200.0,1
Argentina,Database administrator,0.5,10254.0,2
Argentina,Database administrator,1,9062.666666666666,3
Argentina,Database administrator,10,12924.0,1
Argentina,Database administrator,12,24228.0,1
Argentina,Database administrator,18,387588.0,1
Argentina,Database administrator,2,7752.0,2
Argentina,Database administrator,20,42645.0,2
Argentina,Database administrator,22,32304.0,1
Argentina,Database administrator,29,25836.0,1
Argentina,Database administrator,3,10491.0,3
Argentina,Database administrator,34,19380.0,1
Argentina,Database administrator,4,21195.0,4
Argentina,Database administrator,5,29692.0,3
Argentina,Database administrator,7,39361.333333333336,3
Argentina,Database administrator,8,19380.0,1
Argentina,Database administrator,9,6998.0,1
Argentina,Designer,0.5,26124.0,1
Argentina,Designer,1,8238.0,2
Argentina,Designer,10,24888.5,2
Argentina,Designer,11,6456.0,1
Argentina,Designer,14,52890.0,2
Argentina,Designer,2,8076.0,3
Argentina,Designer,20,55000.0,1
Argentina,Designer,3,17436.0,1
Argentina,Designer,4,34306.5,2
Argentina,Designer,5,12000.0,2
Argentina,Designer,6,9492.0,2
Argentina,Designer,7,10494.0,2
Argentina,Designer,8,10968.0,1
Argentina,Designer,9,7428.0,1
Argentina,DevOps specialist,10,12924.0,1
Argentina,DevOps specialist,2,30684.0,1
Argentina,DevOps specialist,5,14532.0,1
Argentina,"Developer, QA or test",15,19380.0,1
Argentina,"Developer, back-end",0.5,7003.6,5
Argentina,"Developer, back-end",1,21172.0,6
Argentina,"Developer, back-end",10,36516.307692307695,13
Argentina,"Developer, back-end",11,24061.5,8
Argentina,"Developer, back-end",12,46386.0,7
Argentina,"Developer, back-end",13,9684.0,1
Argentina,"Developer, back-end",14,28911.0,4
Argentina,"Developer, back-end",15,38597.0,4
Argentina,"Developer, back-end",16,31494.0,2
Argentina,"Developer, back-end",17,76800.0,1
Argentina,"Developer, back-end",18,38760.0,1
Argentina,"Developer, back-end",19,40692.0,1
Argentina,"Developer, back-end",2,8257.714285714286,7
Argentina,"Developer, back-end",20,31292.8,10
Argentina,"Developer, back-end",21,54912.0,1
Argentina,"Developer, back-end",22,64414.0,5
Argentina,"Developer, back-end",28,21425.0,1
Argentina,"Developer, back-end",3,15288.181818181818,11
Argentina,"Developer, back-end",32,51684.0,1
Argentina,"Developer, back-end",4,16714.166666666668,12
Argentina,"Developer, back-end",5,19132.0,18
Argentina,"Developer, back-end",6,91730.4,5
Argentina,"Developer, back-end",7,30373.5,8
Argentina,"Developer, back-end",8,26252.0,9
Argentina,"Developer, back-end",9,55880.0,4
Argentina,"Developer, desktop or enterprise applications",11,20676.0,1
Argentina,"Developer, desktop or enterprise applications",16,29064.0,1
Argentina,"Developer, desktop or enterprise applications",17,497412.0,1
Argentina,"Developer, desktop or enterprise applications",18,27456.0,1
Argentina,"Developer, desktop or enterprise applications",2,14532.0,1
Argentina,"Developer, desktop or enterprise applications",3,13560.0,1
Argentina,"Developer, desktop or enterprise applications",37,139964.0,1
Argentina,"Developer, desktop or enterprise applications",4,18288.0,1
Argentina,"Developer, desktop or enterprise applications",5,17892.0,1
Argentina,"Developer, desktop or enterprise applications",7,12924.0,1
Argentina,"Developer, desktop or enterprise applications",9,16152.0,1
Argentina,"Developer, embedded applications or devices",3,7752.0,1
Argentina,"Developer, embedded applications or devices",4,9684.0,1
Argentina,"Developer, embedded applications or devices",8,14532.0,1
Argentina,"Developer, front-end",0.5,7509.0,4
Argentina,"Developer, front-end",1,8076.0,2
Argentina,"Developer, front-end",10,35520.0,4
Argentina,"Developer, front-end",11,60000.0,1
Argentina,"Developer, front-end",15,33912.0,1
Argentina,"Developer, front-end",2,20868.0,4
Argentina,"Developer, front-end",3,24870.0,4
Argentina,"Developer, front-end",4,11952.0,1
Argentina,"Developer, front-end",5,24222.0,2
Argentina,"Developer, front-end",7,403741.0,1
Argentina,"Developer, front-end",8,33642.0,2
Argentina,"Developer, front-end",9,48400.0,3
Argentina,"Developer, full-stack",0.5,6528.0,4
Argentina,"Developer, full-stack",1,10095.0,4
Argentina,"Developer, full-stack",10,20996.0,3
Argentina,"Developer, full-stack",12,10656.0,1
Argentina,"Developer, full-stack",13,22608.0,1
Argentina,"Developer, full-stack",14,32304.0,1
Argentina,"Developer, full-stack",15,40007.0,9
Argentina,"Developer, full-stack",16,50070.0,2
Argentina,"Developer, full-stack",18,51684.0,1
Argentina,"Developer, full-stack",19,65814.0,2
Argentina,"Developer, full-stack",2,13723.5,8
Argentina,"Developer, full-stack",20,119350.0,3
Argentina,"Developer, full-stack",3,15939.833333333334,6
Argentina,"Developer, full-stack",4,15338.4,5
Argentina,"Developer, full-stack",5,19380.0,2
Argentina,"Developer, full-stack",6,22448.0,6
Argentina,"Developer, full-stack",7,19488.0,3
Argentina,"Developer, full-stack",8,13714.0,2
Argentina,"Developer, full-stack",9,32299.0,1
Argentina,"Developer, game or graphics",3,12000.0,1
Argentina,"Developer, game or graphics",4,12600.0,1
Argentina,"Developer, game or graphics",8,19800.0,1
Argentina,"Developer, mobile",2,12924.0,1
Argentina,"Developer, mobile",3,10656.0,1
Argentina,"Developer, mobile",5,20352.0,1
Argentina,"Developer, mobile",8,20832.0,2
Argentina,"Developer, mobile",9,32304.0,1
Argentina,"Engineer, data",5,10980.0,1
Argentina,"Engineer, data",7,14208.0,1
Argentina,"Engineer, site reliability",2,12924.0,1
Argentina,Engineering manager,13,25188.0,1
Argentina,Engineering manager,15,80000.0,1
Argentina,Marketing or sales professional,4,14532.0,1
Argentina,Product manager,2,11784.0,1
Armenia,Academic researcher,2,14772.0,1
Armenia,Academic researcher,4,18948.0,1
Armenia,Academic researcher,5,18456.0,1
Armenia,Academic researcher,8,65000.0,1
Armenia,Data or business analyst,15,66456.0,1
Armenia,Data or business analyst,24,36924.0,1
Armenia,Data or business analyst,7,36924.0,1
Armenia,Data scientist or machine learning specialist,5,29532.0,1
Armenia,Data scientist or machine learning specialist,7,61536.0,1
Armenia,Database administrator,13,18456.0,1
Armenia,Database administrator,3,7380.0,1
Armenia,Database administrator,7,34464.0,1
Armenia,"Developer, back-end",0.5,17232.0,1
Armenia,"Developer, back-end",1,4920.0,1
Armenia,"Developer, back-end",10,73848.0,1
Armenia,"Developer, back-end",11,60000.0,1
Armenia,"Developer, back-end",2,14768.0,3
Armenia,"Developer, back-end",3,20304.0,2
Armenia,"Developer, back-end",4,16740.0,1
Armenia,"Developer, back-end",5,15170.0,2
Armenia,"Developer, back-end",6,39384.0,1
Armenia,"Developer, back-end",7,27024.0,3
Armenia,"Developer, back-end",8,30612.0,2
Armenia,"Developer, back-end",9,29532.0,1
Armenia,"Developer, desktop or enterprise applications",1,3696.0,1
Armenia,"Developer, desktop or enterprise applications",2,12312.0,1
Armenia,"Developer, desktop or enterprise applications",3,24000.0,1
Armenia,"Developer, desktop or enterprise applications",4,0.0,1
Armenia,"Developer, desktop or enterprise applications",5,38400.0,1
Armenia,"Developer, front-end",0.5,1596.0,1
Armenia,"Developer, front-end",3,14676.0,2
Armenia,"Developer, front-end",5,25848.0,2
Armenia,"Developer, full-stack",0.5,4920.0,1
Armenia,"Developer, full-stack",3,180.0,1
Armenia,"Developer, mobile",3,12312.0,1
Armenia,"Developer, mobile",6,24612.0,1
Australia,Academic researcher,0.5,181326.0,2
Australia,Academic researcher,1,16300.0,1
Australia,Academic researcher,10,58868.166666666664,6
Australia,Academic researcher,11,71079.33333333333,3
Australia,Academic researcher,15,529012.0,2
Australia,Academic researcher,16,104443.0,2
Australia,Academic researcher,19,76156.0,1
Australia,Academic researcher,2,36410.333333333336,3
Australia,Academic researcher,22,58024.0,1
Australia,Academic researcher,24,108795.0,1
Australia,Academic researcher,29,72530.0,1
Australia,Academic researcher,3,84540.0,6
Australia,Academic researcher,4,60476.0,7
Australia,Academic researcher,43,181300.0,1
Australia,Academic researcher,5,65459.5,4
Australia,Academic researcher,6,61647.5,2
Australia,Academic researcher,8,83409.5,2
Australia,Academic researcher,9,87036.0,1
Australia,Data or business analyst,0.5,54397.0,1
Australia,Data or business analyst,1,57077.5,6
Australia,Data or business analyst,10,83300.8,10
Australia,Data or business analyst,11,85689.28571428571,7
Australia,Data or business analyst,12,537171.5,4
Australia,Data or business analyst,13,94289.0,1
Australia,Data or business analyst,14,541704.5,2
Australia,Data or business analyst,15,84203.375,8
Australia,Data or business analyst,16,253855.0,1
Australia,Data or business analyst,18,92475.5,2
Australia,Data or business analyst,19,70317.5,2
Australia,Data or business analyst,2,45823.0,11
Australia,Data or business analyst,20,113630.16666666667,6
Australia,Data or business analyst,21,58067.666666666664,3
Australia,Data or business analyst,23,101542.0,1
Australia,Data or business analyst,25,70716.5,4
Australia,Data or business analyst,26,123301.0,1
Australia,Data or business analyst,3,59157.8,5
Australia,Data or business analyst,30,87207.33333333333,3
Australia,Data or business analyst,31,76156.5,2
Australia,Data or business analyst,32,77971.0,2
Australia,Data or business analyst,4,329769.3333333333,3
Australia,Data or business analyst,40,94289.0,1
Australia,Data or business analyst,42,72530.0,1
Australia,Data or business analyst,44,18132.0,1
Australia,Data or business analyst,5,409788.125,8
Australia,Data or business analyst,6,217227.2,5
Australia,Data or business analyst,7,300107.0,4
Australia,Data or business analyst,8,320339.6666666667,3
Australia,Data or business analyst,9,66002.5,2
Australia,Data scientist or machine learning specialist,0.5,309668.0,2
Australia,Data scientist or machine learning specialist,1,57661.5,2
Australia,Data scientist or machine learning specialist,10,456936.0,2
Australia,Data scientist or machine learning specialist,11,151225.0,2
Australia,Data scientist or machine learning specialist,12,514963.0,2
Australia,Data scientist or machine learning specialist,13,72530.0,1
Australia,Data scientist or machine learning specialist,14,174050.0,1
Australia,Data scientist or machine learning specialist,16,101542.0,1
Australia,Data scientist or machine learning specialist,17,108795.0,1
Australia,Data scientist or machine learning specialist,2,37543.0,2
Australia,Data scientist or machine learning specialist,20,1000000.0,1
Australia,Data scientist or machine learning specialist,21,150499.5,2
Australia,Data scientist or machine learning specialist,22,119674.0,1
Australia,Data scientist or machine learning specialist,25,1000000.0,1
Australia,Data scientist or machine learning specialist,28,1000000.0,1
Australia,Data scientist or machine learning specialist,3,159410.5,8
Australia,Data scientist or machine learning specialist,30,145060.0,1
Australia,Data scientist or machine learning specialist,31,87036.0,1
Australia,Data scientist or machine learning specialist,4,67379.16666666667,6
Australia,Data scientist or machine learning specialist,5,77794.0,4
Australia,Data scientist or machine learning specialist,6,80689.5,4
Australia,Data scientist or machine learning specialist,7,76156.5,2
Australia,Data scientist or machine learning specialist,8,163192.0,1
Australia,Data scientist or machine learning specialist,9,90662.0,1
Australia,Database administrator,0.5,50946.8,5
Australia,Database administrator,1,521759.0,2
Australia,Database administrator,10,309550.75,12
Australia,Database administrator,11,309474.5,4
Australia,Database administrator,12,77100.5,4
Australia,Database administrator,13,529012.0,2
Australia,Database administrator,14,72530.0,1
Australia,Database administrator,15,335224.75,4
Australia,Database administrator,16,58024.0,1
Australia,Database administrator,18,100333.0,3
Australia,Database administrator,19,107888.25,4
Australia,Database administrator,2,152535.88888888888,9
Australia,Database administrator,20,272534.0,5
Australia,Database administrator,21,101542.0,2
Australia,Database administrator,22,398610.3333333333,3
Australia,Database administrator,23,74343.0,2
Australia,Database administrator,24,65277.0,1
Australia,Database administrator,25,99003.5,2
Australia,Database administrator,27,94289.0,1
Australia,Database administrator,28,1000000.0,1
Australia,Database administrator,3,168839.0,8
Australia,Database administrator,30,59716.333333333336,3
Australia,Database administrator,34,546419.0,2
Australia,Database administrator,35,203080.0,2
Australia,Database administrator,38,58024.0,1
Australia,Database administrator,4,200395.5,6
Australia,Database administrator,5,296963.25,8
Australia,Database administrator,6,320825.5,10
Australia,Database administrator,7,57138.28571428572,7
Australia,Database administrator,8,99124.33333333333,3
Australia,Database administrator,9,63463.5,2
Australia,Designer,0.5,43500.0,1
Australia,Designer,1,56936.0,2
Australia,Designer,10,90805.2,5
Australia,Designer,11,107344.0,1
Australia,Designer,12,111546.33333333333,3
Australia,Designer,13,558024.0,2
Australia,Designer,14,127653.0,1
Australia,Designer,15,253855.0,1
Australia,Designer,16,88849.0,2
Australia,Designer,18,60924.0,1
Australia,Designer,19,145060.0,1
Australia,Designer,2,180220.2857142857,7
Australia,Designer,21,85636.5,2
Australia,Designer,24,72530.0,1
Australia,Designer,25,58000.0,1
Australia,Designer,27,87036.0,1
Australia,Designer,3,290197.25,4
Australia,Designer,30,181325.0,1
Australia,Designer,34,121847.5,2
Australia,Designer,35,72530.0,1
Australia,Designer,4,261834.0,2
Australia,Designer,5,263646.75,8
Australia,Designer,6,76011.4,5
Australia,Designer,7,59837.0,2
Australia,Designer,8,59475.0,1
Australia,Designer,9,32638.5,2
Australia,DevOps specialist,1,1000000.0,1
Australia,DevOps specialist,10,1000000.0,1
Australia,DevOps specialist,13,119674.0,1
Australia,DevOps specialist,15,89574.5,2
Australia,DevOps specialist,18,95740.0,1
Australia,DevOps specialist,19,87036.0,1
Australia,DevOps specialist,2,121848.0,1
Australia,DevOps specialist,4,101542.0,2
Australia,DevOps specialist,5,73678.5,2
Australia,DevOps specialist,6,79783.0,1
Australia,DevOps specialist,7,1000000.0,1
Australia,DevOps specialist,8,957396.0,1
Australia,"Developer, QA or test",12,87362.0,1
Australia,"Developer, QA or test",3,94289.0,1
Australia,"Developer, QA or test",5,565728.0,1
Australia,"Developer, QA or test",6,104443.0,1
Australia,"Developer, back-end",0.5,43930.71428571428,7
Australia,"Developer, back-end",1,49193.28571428572,14
Australia,"Developer, back-end",10,154040.34285714285,35
Australia,"Developer, back-end",11,175478.5,8
Australia,"Developer, back-end",12,133763.9411764706,17
Australia,"Developer, back-end",13,353063.4285714286,7
Australia,"Developer, back-end",14,134035.33333333334,6
Australia,"Developer, back-end",15,146723.2105263158,19
Australia,"Developer, back-end",16,552584.1666666666,6
Australia,"Developer, back-end",17,312484.5,4
Australia,"Developer, back-end",18,184266.61538461538,13
Australia,"Developer, back-end",19,188414.3,10
Australia,"Developer, back-end",2,230152.88235294117,17
Australia,"Developer, back-end",20,230721.35714285713,14
Australia,"Developer, back-end",21,90420.66666666667,3
Australia,"Developer, back-end",22,329238.0,4
Australia,"Developer, back-end",23,102811.25,4
Australia,"Developer, back-end",24,98640.66666666667,3
Australia,"Developer, back-end",25,96407.66666666667,6
Australia,"Developer, back-end",26,137572.5,2
Australia,"Developer, back-end",28,83409.5,4
Australia,"Developer, back-end",29,123301.0,2
Australia,"Developer, back-end",3,257184.67857142858,28
Australia,"Developer, back-end",30,89393.25,4
Australia,"Developer, back-end",32,130541.5,2
Australia,"Developer, back-end",33,159550.0,1
Australia,"Developer, back-end",34,272000.0,1
Australia,"Developer, back-end",35,108795.0,1
Australia,"Developer, back-end",37,181300.0,1
Australia,"Developer, back-end",4,137726.69565217392,23
Australia,"Developer, back-end",41,94289.0,1
Australia,"Developer, back-end",5,100653.76,25
Australia,"Developer, back-end",6,137399.9411764706,17
Australia,"Developer, back-end",7,88397.30769230769,13
Australia,"Developer, back-end",8,285235.75,12
Australia,"Developer, back-end",9,151104.0,3
Australia,"Developer, desktop or enterprise applications",0.5,31188.0,1
Australia,"Developer, desktop or enterprise applications",1,285353.75,4
Australia,"Developer, desktop or enterprise applications",10,57444.0,1
Australia,"Developer, desktop or enterprise applications",11,75241.5,2
Australia,"Developer, desktop or enterprise applications",12,90650.0,1
Australia,"Developer, desktop or enterprise applications",13,92475.5,2
Australia,"Developer, desktop or enterprise applications",14,54400.0,1
Australia,"Developer, desktop or enterprise applications",15,79057.66666666667,3
Australia,"Developer, desktop or enterprise applications",16,105168.5,2
Australia,"Developer, desktop or enterprise applications",18,90662.0,1
Australia,"Developer, desktop or enterprise applications",19,561650.5,2
Australia,"Developer, desktop or enterprise applications",2,533364.0,2
Australia,"Developer, desktop or enterprise applications",20,166821.5,4
Australia,"Developer, desktop or enterprise applications",21,500457.0,2
Australia,"Developer, desktop or enterprise applications",24,72530.0,1
Australia,"Developer, desktop or enterprise applications",3,56210.5,2
Australia,"Developer, desktop or enterprise applications",30,145060.0,1
Australia,"Developer, desktop or enterprise applications",32,54397.0,1
Australia,"Developer, desktop or enterprise applications",33,61140.0,2
Australia,"Developer, desktop or enterprise applications",4,87036.0,1
Australia,"Developer, desktop or enterprise applications",5,152106.14285714287,7
Australia,"Developer, desktop or enterprise applications",6,78586.5,2
Australia,"Developer, desktop or enterprise applications",7,87036.0,1
Australia,"Developer, desktop or enterprise applications",8,54397.0,1
Australia,"Developer, embedded applications or devices",0.5,31188.0,1
Australia,"Developer, embedded applications or devices",1,45694.0,1
Australia,"Developer, embedded applications or devices",18,107344.0,1
Australia,"Developer, embedded applications or devices",19,60925.0,1
Australia,"Developer, embedded applications or devices",2,46172.333333333336,3
Australia,"Developer, embedded applications or devices",26,96100.0,1
Australia,"Developer, embedded applications or devices",27,94289.0,1
Australia,"Developer, embedded applications or devices",3,52704.0,3
Australia,"Developer, embedded applications or devices",4,51851.5,2
Australia,"Developer, embedded applications or devices",5,78332.0,1
Australia,"Developer, embedded applications or devices",6,79783.0,1
Australia,"Developer, embedded applications or devices",7,61650.0,1
Australia,"Developer, embedded applications or devices",8,66728.0,1
Australia,"Developer, embedded applications or devices",9,79429.0,2
Australia,"Developer, front-end",0.5,39841.71428571428,7
Australia,"Developer, front-end",1,54155.666666666664,3
Australia,"Developer, front-end",10,307250.71428571426,7
Australia,"Developer, front-end",11,556210.5,2
Australia,"Developer, front-end",12,100574.66666666667,3
Australia,"Developer, front-end",13,99124.33333333333,3
Australia,"Developer, front-end",14,111696.0,2
Australia,"Developer, front-end",17,181325.0,1
Australia,"Developer, front-end",18,79783.0,1
Australia,"Developer, front-end",19,123651.0,2
Australia,"Developer, front-end",2,60280.444444444445,9
Australia,"Developer, front-end",20,77969.5,2
Australia,"Developer, front-end",23,1000000.0,1
Australia,"Developer, front-end",25,101542.0,1
Australia,"Developer, front-end",3,67970.85714285714,7
Australia,"Developer, front-end",4,61793.09090909091,11
Australia,"Developer, front-end",5,88134.5,6
Australia,"Developer, front-end",6,82554.25,4
Australia,"Developer, front-end",7,70112.33333333333,3
Australia,"Developer, front-end",8,258534.9090909091,11
Australia,"Developer, front-end",9,88244.66666666667,3
Australia,"Developer, full-stack",0.5,36867.2,5
Australia,"Developer, full-stack",1,133126.94444444444,18
Australia,"Developer, full-stack",10,226934.5294117647,17
Australia,"Developer, full-stack",11,109598.55555555556,9
Australia,"Developer, full-stack",12,92435.44444444444,9
Australia,"Developer, full-stack",13,94833.0,4
Australia,"Developer, full-stack",14,82393.5,8
Australia,"Developer, full-stack",15,210538.5625,16
Australia,"Developer, full-stack",16,409308.6666666667,3
Australia,"Developer, full-stack",17,94289.0,1
Australia,"Developer, full-stack",18,204601.625,8
Australia,"Developer, full-stack",19,225930.57142857142,7
Australia,"Developer, full-stack",2,151000.04545454544,22
Australia,"Developer, full-stack",20,175008.0,10
Australia,"Developer, full-stack",21,116048.0,1
Australia,"Developer, full-stack",22,104624.33333333333,6
Australia,"Developer, full-stack",23,29453.0,2
Australia,"Developer, full-stack",24,111454.33333333333,3
Australia,"Developer, full-stack",25,266697.0,6
Australia,"Developer, full-stack",26,75431.0,1
Australia,"Developer, full-stack",27,127836.0,2
Australia,"Developer, full-stack",28,105168.0,1
Australia,"Developer, full-stack",29,100816.5,2
Australia,"Developer, full-stack",3,192677.5652173913,23
Australia,"Developer, full-stack",30,54397.5,2
Australia,"Developer, full-stack",31,145060.0,1
Australia,"Developer, full-stack",32,87036.0,1
Australia,"Developer, full-stack",35,523572.0,2
Australia,"Developer, full-stack",39,217600.0,1
Australia,"Developer, full-stack",4,189573.4,15
Australia,"Developer, full-stack",5,184308.46153846153,13
Australia,"Developer, full-stack",6,271851.46153846156,13
Australia,"Developer, full-stack",7,94657.2,10
Australia,"Developer, full-stack",8,61062.0,7
Australia,"Developer, full-stack",9,90455.0,7
Australia,"Developer, game or graphics",1,435180.0,1
Australia,"Developer, game or graphics",12,65277.0,1
Australia,"Developer, game or graphics",13,609252.0,1
Australia,"Developer, game or graphics",2,28300.0,1
Australia,"Developer, game or graphics",3,75794.0,1
Australia,"Developer, game or graphics",9,94289.0,1
Australia,"Developer, mobile",10,57661.5,2
Australia,"Developer, mobile",12,95304.0,1
Australia,"Developer, mobile",13,107.0,1
Australia,"Developer, mobile",14,99849.66666666667,3
Australia,"Developer, mobile",15,11387.0,1
Australia,"Developer, mobile",17,174072.0,1
Australia,"Developer, mobile",20,1000000.0,1
Australia,"Developer, mobile",3,83409.0,1
Australia,"Developer, mobile",30,108795.0,1
Australia,"Developer, mobile",4,545331.0,2
Australia,"Developer, mobile",5,52581.0,2
Australia,"Developer, mobile",6,83052.25,4
Australia,"Developer, mobile",8,88939.75,4
Australia,Educator,3,1000000.0,1
Australia,"Engineer, data",10,957396.0,1
Australia,"Engineer, data",11,130554.0,1
Australia,"Engineer, data",13,145060.0,1
Australia,"Engineer, data",20,130554.0,1
Australia,"Engineer, data",3,89574.5,2
Australia,"Engineer, data",35,94289.0,1
Australia,"Engineer, data",4,68903.0,1
Australia,"Engineer, data",6,114597.0,1
Australia,"Engineer, data",7,74343.0,2
Australia,"Engineer, site reliability",0.5,47652.0,1
Australia,"Engineer, site reliability",1,71079.0,1
Australia,"Engineer, site reliability",10,38129.0,2
Australia,"Engineer, site reliability",14,137082.0,1
Australia,"Engineer, site reliability",20,149412.0,1
Australia,"Engineer, site reliability",39,1000000.0,1
Australia,"Engineer, site reliability",7,163192.0,1
Australia,Engineering manager,10,119674.0,1
Australia,Engineering manager,12,72530.0,1
Australia,Engineering manager,13,123301.0,1
Australia,Engineering manager,15,116048.0,1
Australia,Engineering manager,20,550771.0,2
Australia,Engineering manager,21,1000000.0,1
Australia,Engineering manager,3,87036.0,1
Australia,Engineering manager,5,130554.0,1
Australia,Engineering manager,9,108795.0,1
Australia,Marketing or sales professional,13,166819.0,1
Australia,Marketing or sales professional,8,70717.0,1
Australia,Product manager,9,87036.0,1
Australia,Scientist,2,58024.0,1
Australia,Scientist,20,106981.5,2
Australia,Scientist,3,19950.0,1
Australia,Scientist,35,29000.0,1
Australia,Scientist,7,108795.0,1
Australia,Scientist,8,58024.0,1
Australia,Senior executive/VP,10,572530.0,2
Australia,Senior executive/VP,13,1000000.0,1
Australia,Senior executive/VP,8,65277.0,1
Australia,System administrator,17,134180.0,1
Australia,System administrator,3,68820.5,2
Austria,Academic researcher,0.5,27492.0,1
Austria,Academic researcher,1,29325.0,2
Austria,Academic researcher,10,327607.3333333333,3
Austria,Academic researcher,11,73328.0,1
Austria,Academic researcher,12,68748.0,1
Austria,Academic researcher,13,37128.0,1
Austria,Academic researcher,15,496679.5,2
Austria,Academic researcher,19,61872.0,1
Austria,Academic researcher,2,29659.0,4
Austria,Academic researcher,25,68745.0,1
Austria,Academic researcher,3,14462.0,2
